strategy,total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,max_drawdown_pct,calmar_ratio,cvar_95_daily,skewness,excess_kurtosis,win_rate_pct,num_days
"Optimized (k=5, CVaR)",24.983748176777066,4.667283391582466,2.726736284955277,1.711673922166264,-3.55629509955122,1.3124004788498695,-0.005024971119568882,-4.704393798079814,42.6116450334371,70.37337662337663,1232
Equal-Weight (k=5),30.170975417298518,5.541521502767144,3.4508485999039578,1.6058431259260033,-4.9861828228366845,1.1113755150306588,-0.0063688907918716346,-4.972250473466531,48.96397950099227,71.26623376623377,1232
Unconstrained (N=25),8.810284673903613,1.7420937846933437,0.9710108011777728,1.7941034050087779,-1.6245767799883304,1.072336996411987,-0.0016806527466230808,-6.276071451522105,82.75523228139181,69.23701298701299,1232
